,R_fighter,B_fighter,gender,weight_class,year,R_age,B_age,R_Stance,B_Stance,R_Weight_lbs,B_Weight_lbs,R_Reach_cms,B_Reach_cms,R_wins,B_wins,R_losses,B_losses,R_draw,B_draw,R_current_win_streak,B_current_win_streak,R_current_lose_streak,B_current_lose_streak,R_longest_win_streak,B_longest_win_streak,Winner
573,Israel Adesanya,Marvin Vettori,Men's,Middleweight,2018,28.0,24.0,Switch,Southpaw,185.0,185.0,203.2,187.96,1.0,2.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,Red
574,Michelle Waterson,Cortney Casey,Women's,Women's Strawweight,2018,32.0,30.0,Orthodox,Orthodox,115.0,115.0,157.48,170.18,2.0,3.0,2.0,4.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,2.0,Red
575,Tim Boetsch,Antonio Carlos Junior,Men's,Middleweight,2018,37.0,28.0,Orthodox,Orthodox,185.0,185.0,187.96,200.66,12.0,5.0,10.0,3.0,0.0,0.0,1.0,3.0,0.0,0.0,4.0,3.0,Blue
576,Muslim Salikhov,Ricky Rainey,Men's,Welterweight,2018,33.0,34.0,Orthodox,Switch,170.0,170.0,177.8,195.58,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Red
577,Wilson Reis,John Moraga,Men's,Flyweight,2018,33.0,34.0,Southpaw,Orthodox,125.0,125.0,165.1,167.64,6.0,7.0,4.0,5.0,0.0,0.0,0.0,2.0,2.0,0.0,3.0,2.0,Blue
578,Krzysztof Jotko,Brad Tavares,Men's,Middleweight,2018,28.0,30.0,Southpaw,Orthodox,185.0,185.0,195.58,187.96,6.0,11.0,3.0,4.0,0.0,0.0,0.0,3.0,2.0,0.0,5.0,5.0,Blue
579,Gilbert Burns,Dan Moret,Men's,Lightweight,2018,31.0,31.0,Orthodox,Southpaw,155.0,155.0,180.34,185.42,5.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,Red
581,Dhiego Lima,Yushin Okami,Men's,Welterweight,2018,29.0,36.0,Orthodox,Southpaw,170.0,170.0,187.96,190.5,1.0,13.0,4.0,6.0,0.0,0.0,0.0,0.0,3.0,2.0,1.0,4.0,Blue
582,Arjan Bhullar,Adam Wieczorek,Men's,Heavyweight,2018,31.0,26.0,Orthodox,Orthodox,245.0,250.0,190.5,205.74,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,Blue
583,Matthew Lopez,Alejandro Perez,Men's,Bantamweight,2018,31.0,28.0,Southpaw,Orthodox,135.0,135.0,175.26,170.18,2.0,5.0,2.0,2.0,0.0,0.0,0.0,2.0,1.0,0.0,2.0,2.0,Blue
584,Luke Sanders,Patrick Williams,Men's,Bantamweight,2018,32.0,36.0,Southpaw,Orthodox,135.0,135.0,170.18,185.42,1.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,Red
585,Khabib Nurmagomedov,Al Iaquinta,Men's,Lightweight,2018,29.0,30.0,Orthodox,Orthodox,155.0,155.0,177.8,177.8,9.0,8.0,0.0,2.0,0.0,0.0,9.0,5.0,0.0,0.0,9.0,5.0,Red
586,Rose Namajunas,Joanna Jedrzejczyk,Women's,Women's Strawweight,2018,25.0,30.0,Orthodox,Orthodox,115.0,125.0,165.1,165.1,5.0,8.0,2.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,3.0,8.0,Red
587,Renato Moicano,Calvin Kattar,Men's,Featherweight,2018,28.0,30.0,Orthodox,Orthodox,145.0,145.0,182.88,182.88,3.0,2.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,3.0,2.0,Red
588,Zabit Magomedsharipov,Kyle Bochniak,Men's,Featherweight,2018,27.0,31.0,Orthodox,Orthodox,145.0,145.0,185.42,177.8,2.0,2.0,0.0,2.0,0.0,0.0,2.0,1.0,0.0,0.0,2.0,1.0,Red
589,Joe Lauzon,Chris Gruetzemacher,Men's,Lightweight,2018,33.0,31.0,Orthodox,Orthodox,155.0,155.0,180.34,172.72,14.0,1.0,11.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,3.0,1.0,Blue
590,Karolina Kowalkiewicz,Felice Herrig,Women's,Women's Strawweight,2018,32.0,33.0,Orthodox,Orthodox,115.0,115.0,162.56,165.1,4.0,5.0,2.0,1.0,0.0,0.0,1.0,4.0,0.0,0.0,3.0,4.0,Red
591,Evan Dunham,Olivier Aubin-Mercier,Men's,Lightweight,2018,36.0,29.0,Southpaw,Southpaw,155.0,155.0,177.8,177.8,11.0,6.0,7.0,2.0,0.0,0.0,0.0,3.0,1.0,0.0,4.0,3.0,Blue
592,Bec Rawlings,Ashlee Evans-Smith,Women's,Women's Flyweight,2018,29.0,30.0,Orthodox,Orthodox,125.0,125.0,162.56,170.18,2.0,2.0,4.0,3.0,0.0,0.0,0.0,0.0,3.0,2.0,2.0,2.0,Blue
593,Devin Clark,Mike Rodriguez,Men's,Light Heavyweight,2018,27.0,29.0,Orthodox,Southpaw,205.0,205.0,190.5,208.28,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,Red
594,Fabricio Werdum,Alexander Volkov,Men's,Heavyweight,2018,40.0,29.0,Orthodox,Orthodox,231.0,250.0,195.58,203.2,11.0,3.0,4.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,6.0,3.0,Blue
595,Jimi Manuwa,Jan Blachowicz,Men's,Light Heavyweight,2018,38.0,35.0,Orthodox,Orthodox,205.0,205.0,200.66,198.12,6.0,4.0,3.0,4.0,0.0,0.0,0.0,2.0,1.0,0.0,3.0,2.0,Blue
596,Tom Duquesnoy,Terrion Ware,Men's,Bantamweight,2018,24.0,31.0,Orthodox,Orthodox,135.0,135.0,172.72,180.34,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,Red
597,Leon Edwards,Peter Sobotta,Men's,Welterweight,2018,26.0,31.0,Southpaw,Southpaw,170.0,170.0,187.96,190.5,6.0,4.0,2.0,4.0,0.0,0.0,4.0,2.0,0.0,0.0,4.0,2.0,Red
598,John Phillips,Charles Byrd,Men's,Middleweight,2018,32.0,34.0,Southpaw,Orthodox,185.0,185.0,190.5,185.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Blue
599,Danny Roberts,Oliver Enkamp,Men's,Welterweight,2018,30.0,26.0,Southpaw,Switch,170.0,170.0,187.96,195.58,3.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,Red
600,Danny Henry,Hakeem Dawodu,Men's,Featherweight,2018,29.0,26.0,Orthodox,Orthodox,145.0,145.0,185.42,185.42,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,Red
601,Paul Craig,Magomed Ankalaev,Men's,Light Heavyweight,2018,30.0,25.0,Orthodox,Orthodox,205.0,205.0,193.04,190.5,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,Red
602,Stevie Ray,Kajan Johnson,Men's,Lightweight,2018,27.0,33.0,Southpaw,Orthodox,155.0,155.0,177.8,190.5,5.0,3.0,2.0,1.0,0.0,0.0,0.0,3.0,1.0,0.0,3.0,3.0,Blue
603,Mark Godbeer,Dmitry Sosnovskiy,Men's,Heavyweight,2018,34.0,28.0,Orthodox,Orthodox,240.0,240.0,195.58,195.58,2.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,Blue
604,Cris Cyborg,Yana Kunitskaya,Women's,Women's Featherweight,2018,32.0,28.0,Orthodox,Orthodox,145.0,135.0,172.72,172.72,4.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,4.0,0.0,Red
605,Frankie Edgar,Brian Ortega,Men's,Featherweight,2018,36.0,27.0,Orthodox,Switch,145.0,145.0,172.72,175.26,16.0,5.0,6.0,1.0,0.0,0.0,2.0,5.0,0.0,0.0,5.0,5.0,Blue
606,Sean O'Malley,Andre Soukhamthath,Men's,Bantamweight,2018,23.0,29.0,Switch,Orthodox,135.0,135.0,182.88,177.8,1.0,1.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,Red
607,Stefan Struve,Andrei Arlovski,Men's,Heavyweight,2018,30.0,39.0,Orthodox,Orthodox,265.0,240.0,213.36,195.58,12.0,15.0,7.0,9.0,0.0,0.0,0.0,1.0,1.0,0.0,4.0,7.0,Blue
608,Cat Zingano,Ketlen Vieira,Women's,Women's Bantamweight,2018,35.0,26.0,Southpaw,Orthodox,145.0,135.0,172.72,172.72,2.0,3.0,2.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,2.0,3.0,Blue
609,Ashley Yoder,Mackenzie Dern,Women's,Women's Strawweight,2018,30.0,24.0,Southpaw,Orthodox,115.0,115.0,175.26,160.02,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,Blue
610,Beneil Dariush,Alexander Hernandez,Men's,Lightweight,2018,28.0,25.0,Southpaw,Orthodox,155.0,155.0,182.88,182.88,8.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,5.0,0.0,Blue
611,John Dodson,Pedro Munhoz,Men's,Bantamweight,2018,33.0,31.0,Orthodox,Orthodox,135.0,135.0,167.64,165.1,8.0,5.0,4.0,3.0,0.0,0.0,0.0,4.0,1.0,0.0,3.0,4.0,Red
612,CB Dollaway,Hector Lombard,Men's,Middleweight,2018,34.0,40.0,Orthodox,Southpaw,185.0,185.0,193.04,180.34,10.0,3.0,8.0,7.0,0.0,0.0,1.0,0.0,0.0,5.0,3.0,2.0,Red
613,Mike Pyle,Zak Ottow,Men's,Welterweight,2018,42.0,31.0,Orthodox,Orthodox,170.0,170.0,187.96,182.88,10.0,2.0,8.0,2.0,0.0,0.0,0.0,0.0,2.0,1.0,4.0,1.0,Blue
614,Bryan Caraway,Cody Stamann,Men's,Bantamweight,2018,33.0,28.0,Orthodox,Orthodox,135.0,135.0,172.72,162.56,6.0,2.0,2.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,2.0,2.0,Blue
615,Jordan Johnson,Adam Milstead,Men's,Light Heavyweight,2018,29.0,30.0,Orthodox,Orthodox,205.0,205.0,200.66,193.04,2.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,2.0,1.0,Red
616,Josh Emmett,Jeremy Stephens,Men's,Featherweight,2018,32.0,31.0,Orthodox,Orthodox,145.0,145.0,177.8,180.34,4.0,14.0,1.0,13.0,0.0,0.0,2.0,2.0,0.0,0.0,2.0,3.0,Blue
617,Jessica Andrade,Tecia Torres,Women's,Women's Strawweight,2018,26.0,28.0,Orthodox,Orthodox,115.0,115.0,157.48,152.4,8.0,6.0,4.0,1.0,0.0,0.0,1.0,3.0,0.0,0.0,3.0,3.0,Red
618,Ovince Saint Preux,Ilir Latifi,Men's,Light Heavyweight,2018,34.0,34.0,Southpaw,Orthodox,205.0,205.0,203.2,185.42,10.0,6.0,5.0,3.0,0.0,0.0,3.0,1.0,0.0,0.0,4.0,3.0,Blue
619,Mike Perry,Max Griffin,Men's,Welterweight,2018,26.0,32.0,Orthodox,Orthodox,170.0,170.0,180.34,193.04,4.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,Blue
620,Renan Barao,Brian Kelleher,Men's,Bantamweight,2018,31.0,31.0,Orthodox,Switch,135.0,135.0,177.8,167.64,9.0,2.0,4.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,7.0,1.0,Blue
621,Sara McMann,Marion Reneau,Women's,Women's Bantamweight,2018,37.0,40.0,Orthodox,Orthodox,135.0,135.0,167.64,172.72,5.0,4.0,4.0,3.0,0.0,0.0,0.0,1.0,1.0,0.0,3.0,2.0,Blue
622,Maryna Moroz,Angela Hill,Women's,Women's Strawweight,2018,26.0,33.0,Orthodox,Orthodox,125.0,115.0,170.18,162.56,3.0,2.0,1.0,4.0,0.0,0.0,2.0,0.0,0.0,1.0,2.0,1.0,Blue
623,Ben Saunders,Alan Jouban,Men's,Welterweight,2018,34.0,36.0,Orthodox,Southpaw,170.0,170.0,195.58,185.42,8.0,6.0,5.0,4.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,3.0,Blue
624,Sam Alvey,Marcin Prachnio,Men's,Light Heavyweight,2018,31.0,29.0,Southpaw,Orthodox,205.0,205.0,190.5,187.96,8.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,Red
625,Rani Yahya,Russell Doane,Men's,Bantamweight,2018,33.0,31.0,Orthodox,Orthodox,135.0,135.0,170.18,177.8,9.0,3.0,4.0,4.0,0.0,0.0,1.0,1.0,0.0,0.0,4.0,2.0,Red
626,Eric Shelton,Alex Perez,Men's,Flyweight,2018,27.0,25.0,Orthodox,Orthodox,125.0,135.0,172.72,165.1,1.0,1.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,Blue
627,Albert Morales,Manny Bermudez,Men's,Bantamweight,2018,26.0,23.0,Orthodox,Orthodox,135.0,135.0,182.88,180.34,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,Blue
628,Donald Cerrone,Yancy Medeiros,Men's,Welterweight,2018,34.0,30.0,Orthodox,Orthodox,155.0,155.0,185.42,190.5,19.0,6.0,7.0,5.0,0.0,0.0,0.0,3.0,3.0,0.0,8.0,3.0,Red
629,Derrick Lewis,Marcin Tybura,Men's,Heavyweight,2018,33.0,32.0,Orthodox,Orthodox,260.0,249.0,200.66,198.12,9.0,3.0,3.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,6.0,3.0,Red
630,James Vick,Francisco Trinaldo,Men's,Lightweight,2018,30.0,39.0,Orthodox,Southpaw,155.0,155.0,193.04,177.8,8.0,12.0,1.0,4.0,0.0,0.0,3.0,1.0,0.0,0.0,5.0,7.0,Red
631,Thiago Alves,Curtis Millender,Men's,Welterweight,2018,34.0,30.0,Orthodox,Orthodox,170.0,170.0,177.8,193.04,14.0,0.0,8.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.0,0.0,Blue
632,Steven Peterson,Brandon Davis,Men's,Featherweight,2018,27.0,27.0,Orthodox,Orthodox,145.0,135.0,177.8,182.88,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Blue
633,Sage Northcutt,Thibault Gouti,Men's,Lightweight,2018,21.0,30.0,Orthodox,Orthodox,170.0,155.0,180.34,182.88,4.0,1.0,2.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,1.0,Red
634,Jared Gordon,Diego Ferreira,Men's,Lightweight,2018,29.0,33.0,Orthodox,Orthodox,155.0,155.0,172.72,187.96,2.0,3.0,0.0,2.0,0.0,0.0,2.0,1.0,0.0,0.0,2.0,2.0,Blue
635,Geoff Neal,Brian Camozzi,Men's,Welterweight,2018,27.0,26.0,Southpaw,Orthodox,170.0,170.0,190.5,198.12,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,Red
636,Roberto Sanchez,Joby Sanchez,Men's,Flyweight,2018,31.0,26.0,Orthodox,Orthodox,125.0,135.0,167.64,172.72,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,Red
638,Joshua Burkman,Alex Morono,Men's,Welterweight,2018,37.0,27.0,Orthodox,Orthodox,170.0,170.0,182.88,182.88,6.0,2.0,12.0,2.0,0.0,0.0,0.0,0.0,4.0,2.0,2.0,2.0,Blue
639,Oskar Piechota,Tim Williams,Men's,Middleweight,2018,28.0,31.0,Southpaw,Orthodox,185.0,185.0,193.04,193.04,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,Red
640,Yoel Romero,Luke Rockhold,Men's,Middleweight,2018,40.0,33.0,Southpaw,Southpaw,185.0,185.0,185.42,195.58,8.0,6.0,1.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,8.0,5.0,Red
641,Mark Hunt,Curtis Blaydes,Men's,Heavyweight,2018,43.0,26.0,Orthodox,Orthodox,265.0,265.0,182.88,203.2,8.0,3.0,7.0,2.0,0.0,0.0,1.0,2.0,0.0,0.0,4.0,2.0,Blue
642,Tai Tuivasa,Cyril Asker,Men's,Heavyweight,2018,24.0,32.0,Southpaw,Orthodox,264.0,247.0,190.5,187.96,1.0,2.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,Red
643,Jake Matthews,Li Jingliang,Men's,Welterweight,2018,23.0,29.0,Orthodox,Orthodox,170.0,170.0,185.42,180.34,5.0,5.0,3.0,2.0,0.0,0.0,1.0,3.0,0.0,0.0,2.0,3.0,Red
644,Tyson Pedro,Saparbeg Safarov,Men's,Light Heavyweight,2018,26.0,31.0,Orthodox,Orthodox,205.0,205.0,200.66,198.12,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,Red
645,Damien Brown,Dong Hyun Ma,Men's,Lightweight,2018,33.0,29.0,Orthodox,Orthodox,155.0,155.0,172.72,177.8,2.0,2.0,3.0,2.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,2.0,Blue
646,Rob Wilkinson,Israel Adesanya,Men's,Middleweight,2018,25.0,28.0,Orthodox,Switch,185.0,185.0,203.2,203.2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Blue
647,Alexander Volkanovski,Jeremy Kennedy,Men's,Featherweight,2018,29.0,25.0,Orthodox,Orthodox,145.0,145.0,180.34,180.34,3.0,3.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,3.0,3.0,Red
648,Jussier Formiga,Ben Nguyen,Men's,Flyweight,2018,32.0,29.0,Orthodox,Switch,125.0,125.0,170.18,165.1,6.0,4.0,4.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,3.0,2.0,Red
649,Ross Pearson,Mizuto Hirota,Men's,Lightweight,2018,33.0,36.0,Orthodox,Orthodox,155.0,155.0,175.26,170.18,11.0,1.0,12.0,4.0,0.0,0.0,0.0,0.0,4.0,1.0,3.0,1.0,Red
651,Luke Jumeau,Daichi Abe,Men's,Welterweight,2018,29.0,26.0,Orthodox,Orthodox,170.0,170.0,182.88,180.34,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,Red
652,Lyoto Machida,Eryk Anders,Men's,Middleweight,2018,39.0,30.0,Southpaw,Southpaw,185.0,185.0,187.96,190.5,14.0,2.0,8.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,8.0,2.0,Red
653,Valentina Shevchenko,Priscila Cachoeira,Women's,Women's Flyweight,2018,29.0,29.0,Southpaw,Orthodox,125.0,125.0,167.64,165.1,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,Red
654,Michel Prazeres,Desmond Green,Men's,Lightweight,2018,36.0,28.0,Orthodox,Southpaw,170.0,155.0,170.18,185.42,7.0,1.0,2.0,1.0,0.0,0.0,5.0,0.0,0.0,1.0,5.0,1.0,Red
655,Tim Johnson,Marcelo Golm,Men's,Heavyweight,2018,32.0,25.0,Southpaw,Orthodox,265.0,249.0,195.58,190.5,3.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,Red
656,Douglas Silva de Andrade,Marlon Vera,Men's,Bantamweight,2018,32.0,25.0,Orthodox,Switch,135.0,135.0,172.72,177.8,2.0,4.0,2.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,3.0,Red
657,Thiago Santos,Anthony Smith,Men's,Middleweight,2018,34.0,29.0,Orthodox,Orthodox,205.0,205.0,193.04,193.04,8.0,4.0,4.0,2.0,0.0,0.0,3.0,3.0,0.0,0.0,4.0,3.0,Red
658,Sergio Moraes,Tim Means,Men's,Welterweight,2018,35.0,33.0,Orthodox,Orthodox,170.0,170.0,182.88,190.5,6.0,9.0,3.0,7.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,4.0,Red
659,Alan Patrick,Damir Hadzovic,Men's,Lightweight,2018,34.0,31.0,Southpaw,Orthodox,155.0,155.0,187.96,177.8,4.0,1.0,1.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,2.0,1.0,Red
660,Maia Stevenson,Polyana Viana,Women's,Women's Strawweight,2018,35.0,25.0,Orthodox,Orthodox,115.0,115.0,157.48,170.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Blue
661,Iuri Alcantara,Joe Soto,Men's,Bantamweight,2018,37.0,30.0,Southpaw,Orthodox,135.0,135.0,180.34,165.1,9.0,3.0,7.0,4.0,0.0,0.0,0.0,0.0,2.0,1.0,3.0,3.0,Red
662,Deiveson Figueiredo,Joseph Morales,Men's,Flyweight,2018,30.0,23.0,Orthodox,Switch,125.0,125.0,172.72,175.26,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,Red
663,Jacare Souza,Derek Brunson,Men's,Middleweight,2018,38.0,34.0,Orthodox,Southpaw,185.0,185.0,182.88,195.58,7.0,9.0,2.0,3.0,0.0,0.0,0.0,2.0,1.0,0.0,5.0,5.0,Red
664,Dennis Bermudez,Andre Fili,Men's,Featherweight,2018,31.0,27.0,Orthodox,Orthodox,155.0,145.0,167.64,187.96,9.0,5.0,5.0,4.0,0.0,0.0,0.0,1.0,2.0,0.0,7.0,1.0,Blue
665,Jordan Rinaldi,Gregor Gillespie,Men's,Lightweight,2018,30.0,31.0,Orthodox,Orthodox,145.0,155.0,182.88,180.34,1.0,3.0,1.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,1.0,3.0,Blue
666,Drew Dober,Frank Camacho,Men's,Welterweight,2018,29.0,28.0,Southpaw,Orthodox,155.0,170.0,177.8,185.42,4.0,1.0,5.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,1.0,Red
667,Erik Koch,Bobby Green,Men's,Lightweight,2018,29.0,31.0,Southpaw,Orthodox,155.0,155.0,180.34,180.34,4.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,1.0,4.0,2.0,4.0,Blue
668,Mirsad Bektic,Godofredo Pepey,Men's,Featherweight,2018,26.0,30.0,Orthodox,Orthodox,145.0,145.0,177.8,185.42,4.0,5.0,1.0,5.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,3.0,Red
669,Katlyn Chookagian,Mara Romero Borella,Women's,Women's Flyweight,2018,29.0,31.0,Orthodox,Orthodox,125.0,125.0,172.72,175.26,2.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,Red
670,Randa Markos,Juliana Lima,Women's,Women's Strawweight,2018,32.0,35.0,Orthodox,Orthodox,115.0,115.0,160.02,165.1,3.0,3.0,4.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,Red
671,Justine Kish,Ji Yeon Kim,Women's,Women's Flyweight,2018,29.0,28.0,Orthodox,Orthodox,125.0,125.0,162.56,182.88,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,Blue
673,Niko Price,George Sullivan,Men's,Welterweight,2018,28.0,36.0,Orthodox,Orthodox,170.0,170.0,193.04,185.42,2.0,3.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,Red
674,Austin Arnett,Cory Sandhagen,Men's,Featherweight,2018,26.0,25.0,Orthodox,Switch,145.0,135.0,182.88,177.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Blue
675,Stipe Miocic,Francis Ngannou,Men's,Heavyweight,2018,35.0,31.0,Orthodox,Orthodox,240.0,250.0,203.2,210.82,11.0,6.0,2.0,0.0,0.0,0.0,5.0,6.0,0.0,0.0,5.0,6.0,Red
676,Daniel Cormier,Volkan Oezdemir,Men's,Light Heavyweight,2018,38.0,28.0,Orthodox,Orthodox,235.0,205.0,182.88,190.5,8.0,3.0,2.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,4.0,3.0,Red
677,Calvin Kattar,Shane Burgos,Men's,Featherweight,2018,29.0,26.0,Orthodox,Orthodox,145.0,145.0,182.88,190.5,1.0,3.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,1.0,3.0,Red
678,Gian Villante,Francimar Barroso,Men's,Light Heavyweight,2018,32.0,37.0,Orthodox,Orthodox,205.0,205.0,193.04,190.5,5.0,4.0,6.0,4.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,2.0,Red
679,Thomas Almeida,Rob Font,Men's,Bantamweight,2018,26.0,30.0,Southpaw,Orthodox,135.0,135.0,177.8,180.34,5.0,4.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,2.0,Blue
680,Kyle Bochniak,Brandon Davis,Men's,Featherweight,2018,30.0,27.0,Orthodox,Orthodox,145.0,135.0,177.8,182.88,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,Red
681,Sabah Homasi,Abdul Razak Alhassan,Men's,Welterweight,2018,29.0,32.0,Orthodox,Orthodox,170.0,170.0,182.88,185.42,0.0,2.0,2.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,Blue
682,Dustin Ortiz,Alexandre Pantoja,Men's,Flyweight,2018,29.0,27.0,Orthodox,Orthodox,125.0,125.0,165.1,170.18,6.0,2.0,5.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,2.0,2.0,Red
683,Dan Ige,Julio Arce,Men's,Featherweight,2018,26.0,28.0,Orthodox,Southpaw,145.0,145.0,180.34,177.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Blue
685,Islam Makhachev,Gleison Tibau,Men's,Lightweight,2018,26.0,34.0,Orthodox,Southpaw,155.0,155.0,177.8,180.34,3.0,16.0,1.0,10.0,0.0,0.0,2.0,0.0,0.0,2.0,2.0,3.0,Red
686,Jeremy Stephens,Dooho Choi,Men's,Featherweight,2018,31.0,26.0,Orthodox,Orthodox,145.0,145.0,180.34,177.8,13.0,3.0,13.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,3.0,Red
687,Paige VanZant,Jessica-Rose Clark,Women's,Women's Flyweight,2018,23.0,30.0,Orthodox,Orthodox,115.0,125.0,165.1,162.56,4.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,3.0,1.0,Blue
688,Kamaru Usman,Emil Meek,Men's,Welterweight,2018,30.0,29.0,Switch,Switch,170.0,170.0,193.04,187.96,6.0,1.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,6.0,1.0,Red
689,Darren Elkins,Michael Johnson,Men's,Featherweight,2018,33.0,31.0,Orthodox,Southpaw,145.0,145.0,180.34,185.42,13.0,9.0,4.0,8.0,0.0,0.0,5.0,0.0,0.0,2.0,5.0,4.0,Red
690,James Krause,Alex White,Men's,Lightweight,2018,31.0,29.0,Orthodox,Southpaw,170.0,155.0,185.42,180.34,5.0,3.0,3.0,3.0,0.0,0.0,3.0,1.0,0.0,0.0,3.0,1.0,Red
692,Talita Bernardo,Irene Aldana,Women's,Women's Bantamweight,2018,30.0,29.0,Orthodox,Orthodox,135.0,135.0,172.72,172.72,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,Blue
